"Ecosystem Name","Country","Ecosystem Functional Group","Threat","Threat Bounds","Trigger","Area","Assessment System","Source","Reference"
"1.A.4.Ed.617 - Caribbean Swamp","Guadeloupe","TF1.1","EN","EN -- CR","A1, A3, D2b",3734.1162,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.617 - Caribbean Swamp","Dominican Republic","TF1.1","EN","EN -- CR","A1, A3, D2b",3734.1162,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.617 - Caribbean Swamp","Cuba","TF1.1","EN","EN -- CR","A1, A3, D2b",3734.1162,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.617 - Caribbean Swamp","British Virgin Islands","TF1.1","EN","EN -- CR","A1, A3, D2b",3734.1162,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.617 - Caribbean Swamp","Barbados","TF1.1","EN","EN -- CR","A1, A3, D2b",3734.1162,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.617 - Caribbean Swamp","Bahamas","TF1.1","EN","EN -- CR","A1, A3, D2b",3734.1162,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.617 - Caribbean Swamp","Antigua and Barbuda","TF1.1","EN","EN -- CR","A1, A3, D2b",3734.1162,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Antigua and Barbuda","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Bahamas","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Barbados","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Cuba","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Dominica","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Dominican Republic","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Grenada","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Guadeloupe","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Haiti","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Jamaica","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Martinique","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Puerto Rico","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Saint Lucia","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Saint Vincent and the Grenadines","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Trinidad and Tobago","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Turks and Caicas Islands","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","United States","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Virgin Islands","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Belize","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Costa Rica","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Guatemala","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Honduras","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Mexico","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Nicaragua","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.618 - Caribbean Floodplain Forest","Panama","TF1.1","NE",NA,NA,8569.9863,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.619 - Mesoamerican Coastal Plain Swamp","Ecuador","TF1.1","VU",NA,"C2b, D1",27424.17,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.619 - Mesoamerican Coastal Plain Swamp","Colombia","TF1.1","VU",NA,"C2b, D1",27424.17,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.619 - Mesoamerican Coastal Plain Swamp","Panama","TF1.1","VU",NA,"C2b, D1",27424.17,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.619 - Mesoamerican Coastal Plain Swamp","Nicaragua","TF1.1","VU",NA,"C2b, D1",27424.17,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.619 - Mesoamerican Coastal Plain Swamp","Mexico","TF1.1","VU",NA,"C2b, D1",27424.17,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.619 - Mesoamerican Coastal Plain Swamp","Honduras","TF1.1","VU",NA,"C2b, D1",27424.17,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.619 - Mesoamerican Coastal Plain Swamp","Guatemala","TF1.1","VU",NA,"C2b, D1",27424.17,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.619 - Mesoamerican Coastal Plain Swamp","El Salvador","TF1.1","VU",NA,"C2b, D1",27424.17,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.619 - Mesoamerican Coastal Plain Swamp","Costa Rica","TF1.1","VU",NA,"C2b, D1",27424.17,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.619 - Mesoamerican Coastal Plain Swamp","Belize","TF1.1","VU",NA,"C2b, D1",27424.17,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.619 - Mesoamerican Coastal Plain Swamp","United States","TF1.1","VU",NA,"C2b, D1",27424.17,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.619 - Mesoamerican Coastal Plain Swamp","Trinidad and Tobago","TF1.1","VU",NA,"C2b, D1",27424.17,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.619 - Mesoamerican Coastal Plain Swamp","Jamaica","TF1.1","VU",NA,"C2b, D1",27424.17,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.620 - Mesoamerican Floodplain Forest","Colombia","TF1.1","NT",NA,"C2b, D2b",52662.6117,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.620 - Mesoamerican Floodplain Forest","Panama","TF1.1","NT",NA,"C2b, D2b",52662.6117,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.620 - Mesoamerican Floodplain Forest","Nicaragua","TF1.1","NT",NA,"C2b, D2b",52662.6117,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.620 - Mesoamerican Floodplain Forest","Mexico","TF1.1","NT",NA,"C2b, D2b",52662.6117,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.620 - Mesoamerican Floodplain Forest","Honduras","TF1.1","NT",NA,"C2b, D2b",52662.6117,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.620 - Mesoamerican Floodplain Forest","Guatemala","TF1.1","NT",NA,"C2b, D2b",52662.6117,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.620 - Mesoamerican Floodplain Forest","El Salvador","TF1.1","NT",NA,"C2b, D2b",52662.6117,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.620 - Mesoamerican Floodplain Forest","Costa Rica","TF1.1","NT",NA,"C2b, D2b",52662.6117,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ed.620 - Mesoamerican Floodplain Forest","Belize","TF1.1","NT",NA,"C2b, D2b",52662.6117,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ei.621 - Guajiran Flooded Forest","Guyana","TF1.1","EN",NA,"A3",17247.7188,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ei.621 - Guajiran Flooded Forest","Venezuela","TF1.1","EN",NA,"A3",17247.7188,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ei.621 - Guajiran Flooded Forest","Colombia","TF1.1","EN",NA,"A3",17247.7188,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ei.622 - Choco-Darien Floodplain Forest","Peru","TF1.1","VU",NA,"A3, D1",4159.9737,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ei.622 - Choco-Darien Floodplain Forest","Ecuador","TF1.1","VU",NA,"A3, D1",4159.9737,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ei.622 - Choco-Darien Floodplain Forest","Colombia","TF1.1","VU",NA,"A3, D1",4159.9737,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ei.622 - Choco-Darien Floodplain Forest","Panama","TF1.1","VU",NA,"A3, D1",4159.9737,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ei.624 - Llanos Flooded & Swamp Forest","Venezuela","TF1.1","EN","VU -- CR","A1, A3",29101.7691,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ei.624 - Llanos Flooded & Swamp Forest","Colombia","TF1.1","EN","VU -- CR","A1, A3",29101.7691,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ei.625 - Guayaquil Flooded & Swamp Forest","Peru","TF1.1","CR","EN -- CR","A3",4448.9169,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ei.625 - Guayaquil Flooded & Swamp Forest","Ecuador","TF1.1","CR","EN -- CR","A3",4448.9169,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ej.626 - Guianan Riparian Forest","Suriname","TF1.1","LC",NA,NA,41054.2749,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ej.626 - Guianan Riparian Forest","Guyana","TF1.1","LC",NA,NA,41054.2749,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ej.626 - Guianan Riparian Forest","French Guiana","TF1.1","LC",NA,NA,41054.2749,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ej.626 - Guianan Riparian Forest","Brazil","TF1.1","LC",NA,NA,41054.2749,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ej.626 - Guianan Riparian Forest","Venezuela","TF1.1","LC",NA,NA,41054.2749,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ej.626 - Guianan Riparian Forest","Colombia","TF1.1","LC",NA,NA,41054.2749,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ej.627 - Guianan Swamp Forest","Suriname","TF1.1","LC",NA,NA,95545.2834,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ej.627 - Guianan Swamp Forest","Guyana","TF1.1","LC",NA,NA,95545.2834,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ej.627 - Guianan Swamp Forest","French Guiana","TF1.1","LC",NA,NA,95545.2834,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ej.627 - Guianan Swamp Forest","Brazil","TF1.1","LC",NA,NA,95545.2834,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ej.627 - Guianan Swamp Forest","Venezuela","TF1.1","LC",NA,NA,95545.2834,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ej.627 - Guianan Swamp Forest","Colombia","TF1.1","LC",NA,NA,95545.2834,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ej.628 - Orinoco Delta Swamp Forest","Suriname","TF1.1","VU","VU -- EN","C2b",53492.8455,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ej.628 - Orinoco Delta Swamp Forest","Guyana","TF1.1","VU","VU -- EN","C2b",53492.8455,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ej.628 - Orinoco Delta Swamp Forest","French Guiana","TF1.1","VU","VU -- EN","C2b",53492.8455,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ej.628 - Orinoco Delta Swamp Forest","Brazil","TF1.1","VU","VU -- EN","C2b",53492.8455,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ej.628 - Orinoco Delta Swamp Forest","Venezuela","TF1.1","VU","VU -- EN","C2b",53492.8455,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ej.628 - Orinoco Delta Swamp Forest","Trinidad and Tobago","TF1.1","VU","VU -- EN","C2b",53492.8455,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ek.629 - Northern Andean Riparian & Flooded Forest","Peru","TF1.1","EN","EN -- CR","A1, A3",10859.8401,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ek.629 - Northern Andean Riparian & Flooded Forest","Ecuador","TF1.1","EN","EN -- CR","A1, A3",10859.8401,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ek.629 - Northern Andean Riparian & Flooded Forest","Venezuela","TF1.1","EN","EN -- CR","A1, A3",10859.8401,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ek.629 - Northern Andean Riparian & Flooded Forest","Colombia","TF1.1","EN","EN -- CR","A1, A3",10859.8401,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ek.630 - Central Andean Riparian & Flooded Forest","Chile","TF1.1","VU",NA,"A2b, D1, D2b",8511.4962,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ek.630 - Central Andean Riparian & Flooded Forest","Argentina","TF1.1","VU",NA,"A2b, D1, D2b",8511.4962,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ek.630 - Central Andean Riparian & Flooded Forest","Bolivia","TF1.1","VU",NA,"A2b, D1, D2b",8511.4962,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ek.630 - Central Andean Riparian & Flooded Forest","Peru","TF1.1","VU",NA,"A2b, D1, D2b",8511.4962,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ek.631 - Bolivian-Tucuman Dry Valley Riparian Forest","Argentina","TF1.1","VU","VU -- EN","A2b",7259.8518,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ek.631 - Bolivian-Tucuman Dry Valley Riparian Forest","Bolivia","TF1.1","VU","VU -- EN","A2b",7259.8518,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ek.631 - Bolivian-Tucuman Dry Valley Riparian Forest","Peru","TF1.1","VU","VU -- EN","A2b",7259.8518,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Ek.632 - Eastern Subandean Ridge Riparian & Flooded Forest","Peru","TF1.1","EN",NA,"A2b",2765.4534,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.633 - Western Amazon Floodplain Forest","Bolivia","TF1.1","NT",NA,"C2b",116377.803,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.633 - Western Amazon Floodplain Forest","Brazil","TF1.1","NT",NA,"C2b",116377.803,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.633 - Western Amazon Floodplain Forest","Peru","TF1.1","NT",NA,"C2b",116377.803,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.633 - Western Amazon Floodplain Forest","Ecuador","TF1.1","NT",NA,"C2b",116377.803,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.633 - Western Amazon Floodplain Forest","Colombia","TF1.1","NT",NA,"C2b",116377.803,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.634 - Western Amazon Swamp Forest","Bolivia","TF1.1","VU",NA,"D1",168560.6598,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.634 - Western Amazon Swamp Forest","Brazil","TF1.1","VU",NA,"D1",168560.6598,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.634 - Western Amazon Swamp Forest","Peru","TF1.1","VU",NA,"D1",168560.6598,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.634 - Western Amazon Swamp Forest","Ecuador","TF1.1","VU",NA,"D1",168560.6598,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.634 - Western Amazon Swamp Forest","Colombia","TF1.1","VU",NA,"D1",168560.6598,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.635 - Southwestern Amazon Floodplain Forest","Bolivia","TF1.1","VU","NT -- VU","C2a",266677.9443,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.635 - Southwestern Amazon Floodplain Forest","Brazil","TF1.1","VU","NT -- VU","C2a",266677.9443,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.635 - Southwestern Amazon Floodplain Forest","Peru","TF1.1","VU","NT -- VU","C2a",266677.9443,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.635 - Southwestern Amazon Floodplain Forest","Colombia","TF1.1","VU","NT -- VU","C2a",266677.9443,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.636 - Southern Amazon Swamp Forest","Bolivia","TF1.1","VU",NA,"A2b",106440.1236,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.636 - Southern Amazon Swamp Forest","Brazil","TF1.1","VU",NA,"A2b",106440.1236,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.636 - Southern Amazon Swamp Forest","Peru","TF1.1","VU",NA,"A2b",106440.1236,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.636 - Southern Amazon Swamp Forest","Colombia","TF1.1","VU",NA,"A2b",106440.1236,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.637 - Northern Amazon Floodplain Forest","Brazil","TF1.1","NT","NT -- VU","C2a",239759.9352,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.637 - Northern Amazon Floodplain Forest","Peru","TF1.1","NT","NT -- VU","C2a",239759.9352,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.637 - Northern Amazon Floodplain Forest","Venezuela","TF1.1","NT","NT -- VU","C2a",239759.9352,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.637 - Northern Amazon Floodplain Forest","Colombia","TF1.1","NT","NT -- VU","C2a",239759.9352,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.638 - Central Amazon Floodplain Forest","Bolivia","TF1.1","VU",NA,"D1",198526.9014,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.638 - Central Amazon Floodplain Forest","Brazil","TF1.1","VU",NA,"D1",198526.9014,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.638 - Central Amazon Floodplain Forest","Peru","TF1.1","VU",NA,"D1",198526.9014,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.638 - Central Amazon Floodplain Forest","Colombia","TF1.1","VU",NA,"D1",198526.9014,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.639 - South-Central Amazon Floodplain Forest","Bolivia","TF1.1","VU","NT -- VU","A2b",172417.9203,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.639 - South-Central Amazon Floodplain Forest","Brazil","TF1.1","VU","NT -- VU","A2b",172417.9203,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.639 - South-Central Amazon Floodplain Forest","Colombia","TF1.1","VU","NT -- VU","A2b",172417.9203,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.640 - Amazon Delta Swamp Forest","French Guiana","TF1.1","VU",NA,"D1, D3",71949.4083,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.El.640 - Amazon Delta Swamp Forest","Brazil","TF1.1","VU",NA,"D1, D3",71949.4083,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Em.641 - Brazilian Atlantic Coastal Plain Swamp","Brazil","TF1.1","EN","VU -- EN","A1, A3",9503.2926,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Em.642 - Parana Floodplain Forest","Argentina","TF1.1","CR",NA,"A2b",20497.5603,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Em.642 - Parana Floodplain Forest","Paraguay","TF1.1","CR",NA,"A2b",20497.5603,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
"1.A.4.Em.642 - Parana Floodplain Forest","Brazil","TF1.1","CR",NA,"A2b",20497.5603,"IUCN RLE 2.2","https://doi.org/10.1111/conl.12623","Ferrer-Paris et al. 2019"
